,Producto,Cantidad,Venta,Etiquetas
330,Producto 557,0.00013207478959521247,0.00032927596599652465,No Exitoso
331,Producto 133,0.00014194435825514018,0.0005432809282881408,No Exitoso
332,Producto 490,0.000727132153967933,0.0007712916402217461,No Exitoso
333,Producto 492,0.005655595524228242,0.002522499312021513,Comun
334,Producto 38,0.0007762582092077978,0.0005049120354945021,No Exitoso
335,Producto 348,7.995459554840318e-05,0.00025536017542125586,No Exitoso
336,Producto 368,0.0006659186494704037,0.0007642435220634964,No Exitoso
337,Producto 159,0.0014416223885287676,0.0023844213268046487,Comun
338,Producto 28,0.0005401648195787406,0.0008041792674011493,No Exitoso
339,Producto 369,0.00013717591497000657,0.0007561571148373113,No Exitoso
340,Producto 213,0.0059882776138887265,0.006009483655110074,Comun
341,Producto 191,3.57078776235587e-05,0.00027892294914682057,No Exitoso
342,Producto 396,0.0004192903270020977,0.0004725887289008411,No Exitoso
343,Producto 40,0.00012043091645709551,0.00023615841198536028,No Exitoso
344,Producto 68,0.002883244777057535,0.0009109025293411018,Comun
345,Producto 113,0.0017743044781892523,0.0023411431523336916,Comun
346,Producto 275,0.0003001901389036441,0.00032063906335934723,No Exitoso
347,Producto 34,0.00044357611954731307,0.0004369034756115692,No Exitoso
348,Producto 401,0.001219834328755111,0.0007707636786732399,No Exitoso
349,Producto 240,0.0001828642552833798,0.0005990511280844331,No Exitoso
350,Producto 464,0.008871522390946261,0.011046238817349108,Exitoso
351,Producto 542,0.0002196810732058068,0.0002645296625330653,No Exitoso
352,Producto 354,2.8499765680914867e-05,0.00016634588610386995,No Exitoso
353,Producto 50,0.00255056268739705,0.003080993849241962,Comun
354,Producto 204,0.0006360881554308469,0.0006843171299397802,No Exitoso
355,Producto 264,0.00012409041944336084,0.000777150096884025,No Exitoso
356,Producto 41,0.00011089402988682827,0.00016486923607983742,No Exitoso
357,Producto 516,7.840207912998758e-05,0.00011676494247540242,No Exitoso
358,Producto 11,0.0015525164184155957,0.0005481902099654595,Comun
359,Producto 530,0.0005119977359874862,0.0006997453656496411,No Exitoso
360,Producto 584,0.009315098510493575,0.005539606332282537,Exitoso
361,Producto 502,0.0038812910460389893,0.0002885211631397155,Comun
362,Producto 514,0.000654829246481721,0.0007787247278859994,No Exitoso
363,Producto 576,0.0005276337942015289,0.0005020085325807016,No Exitoso
364,Producto 597,0.00010590379854192099,0.00013552966955440227,No Exitoso
365,Producto 331,0.0011089402988682827,0.0016899096698183337,No Exitoso
366,Producto 7,9.603422988199328e-05,0.0007660396857216373,No Exitoso
367,Producto 224,0.0003326820896604848,0.000574981460828433,No Exitoso
368,Producto 212,0.0005342874359947385,0.0007812464632881624,No Exitoso
369,Producto 434,0.000674124807682029,0.0006187431078709297,No Exitoso
370,Producto 205,0.0038812910460389893,0.006708117042998386,Comun
371,Producto 187,0.006320959703549211,0.011746933070688416,Comun
372,Producto 432,0.00022178805977365654,0.00018959962149181305,No Exitoso
373,Producto 342,2.7723507471707067e-05,6.0675654251422486e-05,No Exitoso
374,Producto 447,6.653641793209696e-05,0.00011441250032499952,No Exitoso
375,Producto 45,0.0003326820896604848,0.0005997118462404086,No Exitoso
376,Producto 524,0.0014416223885287676,0.001285980041422732,No Exitoso
377,Producto 107,0.0026614567172838785,0.004896616311571172,Comun
378,Producto 15,0.0027723507471707066,0.0024215169049226124,Comun
379,Producto 200,0.0005726567703355812,0.0008785658520980027,No Exitoso
380,Producto 193,0.0067645358230965244,0.002639968642728397,Comun
381,Producto 499,0.00044357611954731307,0.0005658260500510568,No Exitoso
382,Producto 261,4.491208210416545e-05,0.00032315147956723985,No Exitoso
383,Producto 8,0.00022566935081969554,0.00032899012995326525,No Exitoso
384,Producto 144,0.0007879020823459149,0.0007748037397268743,No Exitoso
385,Producto 319,0.00964778060015406,0.012550670596577624,Exitoso
386,Producto 397,0.00255056268739705,0.003317993376106728,Comun
387,Producto 61,7.829118510010075e-05,0.0001278366977771665,No Exitoso
388,Producto 48,0.0011089402988682827,0.0011128673435389026,No Exitoso
389,Producto 71,0.00018020279856609595,0.0005667680145422245,No Exitoso
390,Producto 568,0.0007580715883063581,0.0008408109001832022,No Exitoso
391,Producto 426,0.0038812910460389893,0.003606514539246444,Comun
392,Producto 308,0.00015891114482782491,0.00027853306576823116,No Exitoso
393,Producto 496,0.007319005972530665,0.0031283937546149154,Comun
394,Producto 112,0.00036606119265642016,0.0007781934408342179,No Exitoso
395,Producto 177,0.0026614567172838785,0.0002967646249437074,Comun
396,Producto 381,0.0003326820896604848,0.0004575121301215489,No Exitoso
397,Producto 318,0.00010069177913724007,0.0002951100232912932,No Exitoso
398,Producto 149,0.00010346412988441079,0.0005683051008076574,No Exitoso
399,Producto 589,0.00033600891055708963,0.0004951079183004342,No Exitoso
400,Producto 491,0.0003326820896604848,0.0004884251118865184,No Exitoso
401,Producto 561,0.00022067911947478826,0.00028918169693811226,No Exitoso
402,Producto 127,0.0007893437047344436,0.001060145095096918,No Exitoso
403,Producto 25,0.00025195123590287383,0.000656596470309679,No Exitoso
404,Producto 350,0.0007762582092077978,0.00030294722129670126,No Exitoso
405,Producto 468,0.005544701494341413,0.004739990537295326,Comun
406,Producto 505,7.962191345874269e-05,0.00013356130855702884,No Exitoso
407,Producto 452,0.0017743044781892523,0.003198463179948846,Comun
408,Producto 247,0.0059882776138887265,0.0053417632489867325,Comun
409,Producto 302,0.0008871522390946261,0.0016486923607983742,No Exitoso
410,Producto 415,0.00023853305828656758,0.0004457602943677394,No Exitoso
