,Producto,Cantidad,Venta,Etiquetas
411,Producto 534,0.004103079105812646,0.0037363490626593156,Comun
412,Producto 474,0.0005073401867322394,0.0005593964271211649,No Exitoso
413,Producto 154,0.0003326820896604848,0.0004760599191805306,No Exitoso
414,Producto 92,0.0001423879343746875,0.000245976964374755,No Exitoso
415,Producto 485,0.00045577446283486423,0.0009756840320923426,No Exitoso
416,Producto 325,0.00027523898217910776,0.0009303833388575556,No Exitoso
417,Producto 382,0.003770397016152161,0.005325276325378749,Comun
418,Producto 272,0.007873476121964807,0.011852037208689313,Exitoso
419,Producto 292,0.0003657285105667596,0.0006664069902843942,No Exitoso
420,Producto 283,0.00022611292693924286,0.0003882589784535778,No Exitoso
421,Producto 164,0.002328774627623394,0.0019042396767221224,Comun
422,Producto 451,0.0003071764627865143,0.0005420399976566638,No Exitoso
423,Producto 207,0.000612135044975292,0.0004944488576748276,No Exitoso
424,Producto 528,0.0003326820896604848,0.0004822425155335245,No Exitoso
425,Producto 14,6.409674927458673e-05,0.0005524954687740378,No Exitoso
426,Producto 407,0.0005196494240496773,0.0006523353211795073,No Exitoso
427,Producto 172,0.0006628136166335726,0.0006539954216554236,No Exitoso
428,Producto 142,0.0026614567172838785,0.0035611754993244886,Comun
429,Producto 150,0.0001525901851242757,0.0010553707547851156,No Exitoso
430,Producto 403,0.002883244777057535,0.0034828626121865655,Comun
431,Producto 123,0.00020936792842633176,0.0005144612850773007,No Exitoso
432,Producto 46,0.005877383584001898,0.0017476139024462769,Comun
433,Producto 95,0.0017743044781892523,0.0005275815554554797,Comun
434,Producto 347,0.00048128008970883465,0.0005354725008007483,No Exitoso
435,Producto 246,0.0003326820896604848,0.00035859058847364643,No Exitoso
436,Producto 81,0.006099171643775555,0.003740470793561312,Comun
437,Producto 257,0.0002974177881564734,0.0005376133747440089,No Exitoso
438,Producto 378,0.0005070075046425789,0.0006483046110272632,No Exitoso
439,Producto 76,0.0013307283586419393,0.0010139458018910003,No Exitoso
440,Producto 153,0.0026614567172838785,0.0004451469374155611,Comun
441,Producto 429,9.913926271882448e-05,0.0005426881011285651,No Exitoso
442,Producto 463,0.005655595524228242,0.005150102762043922,Comun
443,Producto 53,0.00036583940459664646,0.0007862007549023945,No Exitoso
444,Producto 591,0.00964778060015406,0.016674462364024558,Exitoso
445,Producto 394,0.00012797171048939981,0.000238655009895548,No Exitoso
446,Producto 206,0.0015525164184155957,0.0015003100483265207,Comun
447,Producto 436,4.857158509043078e-05,0.00020187547618810242,No Exitoso
448,Producto 19,0.00018940700304670267,0.0006984319805046499,No Exitoso
449,Producto 482,0.0007163754330689106,0.0011853937165726722,No Exitoso
450,Producto 293,0.00013994826571717727,0.00030643618522297893,No Exitoso
451,Producto 232,0.0006653641793209696,0.0006058944425934025,No Exitoso
452,Producto 469,6.50947955435682e-05,0.00032219265242496915,No Exitoso
453,Producto 181,0.0015525164184155957,0.0018753875604081507,Comun
454,Producto 235,0.0014416223885287676,0.0004822425155335245,No Exitoso
455,Producto 304,0.00022178805977365654,0.00031737327945368705,No Exitoso
456,Producto 383,0.0004083118180433017,0.0005581398963303186,No Exitoso
457,Producto 249,0.0005872947822806425,0.0007367767886673066,No Exitoso
458,Producto 477,0.00017000054781650772,0.00024910889556964465,No Exitoso
459,Producto 276,0.0005772034255609412,0.0007026609237860981,No Exitoso
460,Producto 122,0.004546655225359959,0.006168170294836918,Comun
461,Producto 51,0.0005072292927023525,0.0009562507252739465,No Exitoso
462,Producto 238,0.0003831388732589917,0.0007649898490212705,No Exitoso
463,Producto 413,0.00022178805977365654,0.00037507751208163017,No Exitoso
464,Producto 316,0.00022178805977365654,0.00037095578117963423,No Exitoso
465,Producto 162,0.0031050328368311913,0.00242357777037361,Comun
466,Producto 300,0.0017743044781892523,0.003264410874380781,Comun
467,Producto 44,0.00011089402988682827,0.00014013885066786183,No Exitoso
468,Producto 581,5.212019404680928e-05,0.0003258484157295193,No Exitoso
469,Producto 500,0.00024729368664762704,0.000217024663723098,No Exitoso
470,Producto 332,0.0017743044781892523,0.0027698031661412686,Comun
471,Producto 306,0.00035674609414592653,0.000378447215930123,No Exitoso
472,Producto 472,0.0015525164184155957,0.002567838351943468,Comun
473,Producto 217,0.0001690025015475263,0.00020065012967843262,No Exitoso
474,Producto 241,5.977188210900044e-05,0.00045238929186111913,No Exitoso
475,Producto 54,0.0003383376851847131,0.00034752832094203835,No Exitoso
476,Producto 466,0.0007762582092077978,0.0012694931178147482,No Exitoso
477,Producto 567,6.86434044999467e-05,0.00017055229656807856,No Exitoso
478,Producto 242,0.0009980462689814543,0.0014467275466005735,No Exitoso
479,Producto 155,0.0004447959538760682,0.000492435444656028,No Exitoso
480,Producto 143,0.00020138355827448013,0.0003618606769641041,No Exitoso
481,Producto 359,0.00045089512551984374,0.00085048130102242,No Exitoso
482,Producto 197,0.004657549255246788,0.005539606332282537,Comun
483,Producto 391,0.003992185075925817,0.004154704749211903,Comun
484,Producto 344,0.007208111942643838,0.0013395625431486791,Comun
485,Producto 311,0.00018741091050873977,0.00085874829921468,No Exitoso
486,Producto 358,0.0017743044781892523,0.001978430832958049,Comun
487,Producto 27,0.0006653641793209696,0.0010015806091850123,No Exitoso
488,Producto 404,0.00019949835976640405,0.00017106499510171778,No Exitoso
489,Producto 373,0.0008319270122109857,0.0010333916416933853,No Exitoso
490,Producto 352,0.00013362730601362808,0.0010446667961903746,No Exitoso
491,Producto 374,0.004768443285133615,0.006291822221896796,Comun
492,Producto 1,5.7997577630811185e-05,0.00013087299941203054,No Exitoso
493,Producto 137,0.006986323882870181,0.0011685107107158477,Comun
494,Producto 410,0.0004536674762670145,0.00048690355639475916,No Exitoso
495,Producto 563,4.712996270190201e-05,0.000274856567199259,No Exitoso
496,Producto 430,0.000468194594182189,0.0007890484001364561,No Exitoso
497,Producto 57,0.00011089402988682827,0.00016280837062883946,No Exitoso
498,Producto 498,0.000472630355377662,0.0005253138478716823,No Exitoso
499,Producto 334,0.0007762582092077978,0.001154084652558862,No Exitoso
500,Producto 184,4.491208210416545e-05,4.7790022378058555e-05,No Exitoso
501,Producto 569,0.000390014303111975,0.0006460530171425953,No Exitoso
502,Producto 259,7.784760898055345e-05,0.00046846415794685235,No Exitoso
503,Producto 30,0.003992185075925817,0.0021515435308418784,Comun
504,Producto 412,0.006320959703549211,0.005755997204637324,Comun
505,Producto 437,0.0006885410315673167,0.0006079682799893714,No Exitoso
506,Producto 303,0.0015525164184155957,0.001990796025664037,Comun
507,Producto 233,8.804985973014165e-05,0.00043521361381319,No Exitoso
508,Producto 387,0.0004532239001474671,0.0009223157552497123,No Exitoso
509,Producto 600,0.0006898717599259586,0.0009761646671470329,No Exitoso
510,Producto 329,0.00048061472552951367,0.0008497124462291286,No Exitoso
511,Producto 461,0.002328774627623394,0.003289141259792757,Comun
512,Producto 282,0.00017244021647401796,0.00017173531460464866,No Exitoso
513,Producto 433,0.0010608122898973992,0.0010779065132904687,No Exitoso
514,Producto 585,0.00041119506282035926,0.0005117163533411122,No Exitoso
515,Producto 141,0.0007095000032159273,0.0009052401514514666,No Exitoso
516,Producto 313,0.0002651476254594064,0.0009273944469687568,No Exitoso
517,Producto 160,0.0036595029862653327,0.0041485221528589095,Comun
518,Producto 515,0.0005022390613574452,0.0008283668334316518,No Exitoso
519,Producto 562,0.0003326820896604848,0.00025966904682574394,No Exitoso
520,Producto 284,0.000364841358327665,0.0006565735051417507,No Exitoso
521,Producto 192,0.00019240114185364705,0.00020391124439864337,No Exitoso
522,Producto 337,0.00044357611954731307,0.0007748854095752359,No Exitoso
523,Producto 340,0.0003326820896604848,5.5643367176945135e-05,No Exitoso
524,Producto 82,0.00038469138967740725,0.0003303014558689242,No Exitoso
525,Producto 106,0.0004063157255053388,0.00048634851463818466,No Exitoso
526,Producto 501,6.797804032062572e-05,0.0003316490525587611,No Exitoso
527,Producto 125,0.00023132494634392375,0.0002972839034591198,No Exitoso
528,Producto 151,0.0008353647271374774,0.000763791162496351,No Exitoso
529,Producto 214,0.0004181813867032294,0.0006165501342316233,No Exitoso
530,Producto 109,0.0029941388069443632,0.004284539272624776,Comun
531,Producto 152,0.006320959703549211,0.0011746933070688418,Comun
532,Producto 237,0.000382917085199218,0.0004655437272530083,No Exitoso
533,Producto 130,0.00022178805977365654,0.00038332097388562203,No Exitoso
534,Producto 244,9.292919704516209e-05,0.00048477340292948695,No Exitoso
535,Producto 356,0.0006653641793209696,0.0009397546456550734,No Exitoso
536,Producto 489,4.59101283731469e-05,3.866771151077582e-05,No Exitoso
537,Producto 512,0.00015425359557257813,0.00043237627468939926,No Exitoso
538,Producto 328,0.0006653641793209696,0.0006058944425934025,No Exitoso
539,Producto 111,0.003992185075925817,0.0017805877496622443,Comun
540,Producto 135,7.041770897813595e-05,0.00014780465484102006,No Exitoso
541,Producto 290,0.0005567989240617648,0.0009746962361431616,No Exitoso
542,Producto 345,0.003992185075925817,0.00541595440522266,Comun
543,Producto 481,0.00576648955411507,0.009966345321026172,Comun
544,Producto 170,0.00011089402988682827,0.0001360171197658659,No Exitoso
545,Producto 467,0.000906669588354708,0.000742825503563203,No Exitoso
546,Producto 535,0.00016611925677046874,0.0003688668569971438,No Exitoso
547,Producto 547,0.0034377149264916765,0.002811020475161228,Comun
548,Producto 47,0.00013695412691023292,0.00034930365049193405,No Exitoso
549,Producto 341,0.00017975922244654863,0.0009357308990535899,No Exitoso
550,Producto 580,0.0014416223885287676,0.001473518797463547,No Exitoso
551,Producto 442,0.004990231344907272,0.004915164100630153,Comun
552,Producto 533,0.0015525164184155957,0.000836711373105175,Comun
553,Producto 86,0.0006028199464647985,0.0008902572553068202,No Exitoso
554,Producto 179,0.0013307283586419393,0.0003462253957676586,No Exitoso
555,Producto 165,0.008427946271398949,0.003915644356896139,Exitoso
556,Producto 527,9.015684629799137e-05,0.00027538857908033793,No Exitoso
557,Producto 310,0.0009980462689814543,0.0013910841794236284,No Exitoso
558,Producto 408,0.0006653641793209696,0.0005935292498874148,No Exitoso
559,Producto 168,0.00028710464337699837,0.0009439623505420835,No Exitoso
560,Producto 117,0.0008871522390946261,0.0002967646249437074,No Exitoso
561,Producto 119,0.0003326820896604848,0.000574981460828433,No Exitoso
562,Producto 478,0.004546655225359959,0.0056611973938914175,Comun
563,Producto 343,0.0005685536912297685,0.0007222799823890608,No Exitoso
564,Producto 59,0.00010745631496033659,0.00012417429665799502,No Exitoso
565,Producto 5,0.002883244777057535,0.00037507751208163017,Comun
566,Producto 503,0.0013307283586419393,0.001285980041422732,No Exitoso
567,Producto 573,0.0026614567172838785,0.004649312457451415,Comun
568,Producto 49,0.0007424355300923153,0.0007970172624045845,No Exitoso
569,Producto 256,0.00011089402988682827,0.0001092258689028923,No Exitoso
570,Producto 88,0.0026614567172838785,0.0007913723331832197,Comun
571,Producto 570,0.0002991920926346627,0.0007400450119070665,No Exitoso
572,Producto 539,0.0003330147717501453,0.0005906055017475843,No Exitoso
573,Producto 74,0.00012763902839973935,0.0006071209752913314,No Exitoso
574,Producto 6,0.0006653641793209696,0.00039568616659160983,No Exitoso
575,Producto 268,0.0002777895448665048,0.0008011022533844349,No Exitoso
576,Producto 531,2.960870597978315e-05,0.0002398403790604469,No Exitoso
577,Producto 559,0.00039090145535106965,0.0007474731277420044,No Exitoso
578,Producto 245,0.00255056268739705,0.0033653932814796815,Comun
579,Producto 126,0.00010501664630282636,0.0005737858751685621,No Exitoso
580,Producto 522,0.0007762582092077978,0.0007934331986342177,No Exitoso
581,Producto 384,0.0011089402988682827,0.00022669519960977647,No Exitoso
582,Producto 441,0.0015525164184155957,0.0012406410015007767,Comun
583,Producto 422,0.00025084229560400556,0.0009079430306992616,No Exitoso
584,Producto 456,0.0003290225866742195,0.0005902486135272633,No Exitoso
585,Producto 416,0.0007326768554622744,0.0008106631244500032,No Exitoso
586,Producto 176,0.0034377149264916765,0.000702755118790307,Comun
587,Producto 541,0.00029475633143918954,0.0003860205707753559,No Exitoso
588,Producto 424,0.006210065673662383,0.003577662422932472,Comun
589,Producto 3,0.0036595029862653327,0.005508693350517568,Comun
590,Producto 363,0.0015525164184155957,0.0001154084652558862,Comun
591,Producto 104,5.4559862704319505e-05,0.00011276593497666263,No Exitoso
592,Producto 423,0.00040942075834217,0.0006203469271590422,No Exitoso
593,Producto 398,6.775625226085207e-05,0.00039639376652482244,No Exitoso
594,Producto 458,0.008649734331172604,0.009162607795136965,Exitoso
595,Producto 62,0.004324867165586302,0.005545788928635532,Comun
596,Producto 399,0.006210065673662383,0.009578902616238555,Comun
597,Producto 588,0.0003729366225094035,0.00040936869015644096,No Exitoso
598,Producto 299,0.001219834328755111,0.0021082653563709213,Comun
599,Producto 22,0.00022178805977365654,0.00034210366486566265,No Exitoso
